日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-08-30,'600163,中闽能源,3.37,3.45,3.36,3.43,3.45,-0.08,-2.3188,0.2326,2324752,7860666.0,3368197825.1,3368197825.1
2018-08-29,'600163,中闽能源,3.45,3.45,3.42,3.45,3.45,0.0,0.0,0.0791,791062,2719105.0,3448155043.5,3448155043.5
2018-08-28,'600163,中闽能源,3.45,3.47,3.42,3.46,3.44,0.01,0.2907,0.1135,1133912,3908034.0,3448155043.5,3448155043.5
2018-08-27,'600163,中闽能源,3.44,3.45,3.39,3.4,3.4,0.04,1.1765,0.112,1119021,3834501.0,3438160391.2,3438160391.2
2018-08-24,'600163,中闽能源,3.4,3.41,3.37,3.4,3.41,-0.01,-0.2933,0.1028,1027820,3482050.0,3398181782.0,3398181782.0
2018-08-23,'600163,中闽能源,3.41,3.42,3.38,3.39,3.4,0.01,0.2941,0.0718,717578,2439572.0,3408176434.3,3408176434.3
2018-08-22,'600163,中闽能源,3.4,3.45,3.38,3.45,3.42,-0.02,-0.5848,0.0574,573215,1948107.0,3398181782.0,3398181782.0
2018-08-21,'600163,中闽能源,3.42,3.46,3.38,3.39,3.39,0.03,0.885,0.0836,835295,2852315.0,3418171086.6,3418171086.6
2018-08-20,'600163,中闽能源,3.39,3.4,3.33,3.4,3.41,-0.02,-0.5865,0.1448,1447000,4876086.0,3388187129.7,3388187129.7
2018-08-17,'600163,中闽能源,3.41,3.45,3.4,3.43,3.43,-0.02,-0.5831,0.1422,1421298,4873695.0,3408176434.3,3408176434.3
2018-08-16,'600163,中闽能源,3.43,3.45,3.4,3.44,3.46,-0.03,-0.8671,0.1425,1424301,4885941.0,3428165738.9,3428165738.9
2018-08-15,'600163,中闽能源,3.46,3.49,3.41,3.43,3.44,0.02,0.5814,0.2653,2651698,9162932.0,3458149695.8,3458149695.8
2018-08-14,'600163,中闽能源,3.44,3.47,3.42,3.43,3.46,-0.02,-0.578,0.1502,1500773,5168410.0,3438160391.2,3438160391.2
2018-08-13,'600163,中闽能源,3.46,3.46,3.4,3.42,3.46,0.0,0.0,0.1566,1565400,5364698.0,3458149695.8,3458149695.8
2018-08-10,'600163,中闽能源,3.46,3.48,3.42,3.48,3.48,-0.02,-0.5747,0.1407,1406000,4851730.0,3458149695.8,3458149695.8
2018-08-09,'600163,中闽能源,3.48,3.48,3.4,3.43,3.44,0.04,1.1628,0.2213,2211777,7658238.0,3478139000.4,3478139000.4
2018-08-08,'600163,中闽能源,3.44,3.48,3.42,3.48,3.47,-0.03,-0.8646,0.2079,2077907,7142311.0,3438160391.2,3438160391.2
2018-08-07,'600163,中闽能源,3.47,3.47,3.41,3.42,3.42,0.05,1.462,0.1948,1946606,6709475.0,3468144348.1,3468144348.1
2018-08-06,'600163,中闽能源,3.42,3.49,3.4,3.48,3.49,-0.07,-2.0057,0.189,1889092,6482867.0,3418171086.6,3418171086.6
2018-08-03,'600163,中闽能源,3.49,3.57,3.46,3.5,3.5,-0.01,-0.2857,0.2563,2561218,9015124.0,3488133652.7,3488133652.7
2018-08-02,'600163,中闽能源,3.5,3.53,3.37,3.47,3.48,0.02,0.5747,0.4149,4146349,14275929.0,3498128305.0,3498128305.0
2018-08-01,'600163,中闽能源,3.48,3.57,3.47,3.53,3.56,-0.08,-2.2472,0.3631,3629402,12781658.0,3478139000.4,3478139000.4
2018-07-31,'600163,中闽能源,3.56,3.71,3.41,3.42,3.44,0.12,3.4884,0.6056,6053085,21491386.0,3558096218.8,3558096218.8
2018-07-30,'600163,中闽能源,3.44,3.5,3.42,3.47,3.49,-0.05,-1.4327,0.1865,1864311,6450500.0,3438160391.2,3438160391.2
2018-07-27,'600163,中闽能源,3.49,3.52,3.46,3.48,3.49,0.0,0.0,0.2717,2715815,9475206.0,3488133652.7,3488133652.7
2018-07-26,'600163,中闽能源,3.49,3.53,3.42,3.45,3.44,0.05,1.4535,0.3644,3642170,12692676.0,3488133652.7,3488133652.7
2018-07-25,'600163,中闽能源,3.44,3.47,3.41,3.41,3.43,0.01,0.2915,0.2076,2075300,7147929.0,3438160391.2,3438160391.2
2018-07-24,'600163,中闽能源,3.43,3.45,3.38,3.39,3.38,0.05,1.4793,0.3067,3065205,10459986.0,3428165738.9,3428165738.9
2018-07-23,'600163,中闽能源,3.38,3.39,3.34,3.34,3.35,0.03,0.8955,0.1807,1806500,6097001.0,3378192477.4,3378192477.4
2018-07-20,'600163,中闽能源,3.35,3.36,3.28,3.31,3.31,0.04,1.2085,0.1151,1150001,3834685.0,3348208520.5,3348208520.5
2018-07-19,'600163,中闽能源,3.31,3.37,3.3,3.35,3.35,-0.04,-1.194,0.0959,958100,3180841.0,3308229911.3,3308229911.3
2018-07-18,'600163,中闽能源,3.35,3.39,3.33,3.33,3.32,0.03,0.9036,0.2216,2214899,7435990.0,3348208520.5,3348208520.5
2018-07-17,'600163,中闽能源,3.32,3.33,3.3,3.3,3.32,0.0,0.0,0.0884,883614,2927173.0,3318224563.6,3318224563.6
2018-07-16,'600163,中闽能源,3.32,3.34,3.3,3.33,3.33,-0.01,-0.3003,0.0928,928000,3076767.0,3318224563.6,3318224563.6
2018-07-13,'600163,中闽能源,3.33,3.35,3.31,3.35,3.34,-0.01,-0.2994,0.0608,607902,2022781.0,3328219215.9,3328219215.9
2018-07-12,'600163,中闽能源,3.34,3.35,3.24,3.27,3.28,0.06,1.8293,0.1754,1752793,5816391.0,3338213868.2,3338213868.2
2018-07-11,'600163,中闽能源,3.28,3.33,3.24,3.33,3.35,-0.07,-2.0896,0.1502,1501600,4924181.0,3278245954.4,3278245954.4
2018-07-10,'600163,中闽能源,3.35,3.35,3.31,3.34,3.34,0.01,0.2994,0.096,959603,3196572.0,3348208520.5,3348208520.5
2018-07-09,'600163,中闽能源,3.34,3.34,3.27,3.29,3.3,0.04,1.2121,0.1607,1606137,5332983.0,3338213868.2,3338213868.2
2018-07-06,'600163,中闽能源,3.3,3.31,3.22,3.28,3.28,0.02,0.6098,0.222,2218772,7281629.0,3298235259.0,3298235259.0
2018-07-05,'600163,中闽能源,3.28,3.41,3.28,3.38,3.4,-0.12,-3.5294,0.1483,1482197,4970038.0,3278245954.4,3278245954.4
2018-07-04,'600163,中闽能源,3.4,3.43,3.37,3.43,3.43,-0.03,-0.8746,0.1167,1166418,3953994.0,3398181782.0,3398181782.0
2018-07-03,'600163,中闽能源,3.43,3.43,3.37,3.38,3.41,0.02,0.5865,0.1411,1410365,4797463.0,3428165738.9,3428165738.9
2018-07-02,'600163,中闽能源,3.41,3.43,3.36,3.43,3.43,-0.02,-0.5831,0.1436,1435131,4875402.0,3408176434.3,3408176434.3
2018-06-29,'600163,中闽能源,3.43,3.44,3.35,3.35,3.38,0.05,1.4793,0.1528,1527447,5202190.0,3428165738.9,3428165738.9
2018-06-28,'600163,中闽能源,3.38,3.4,3.36,3.39,3.39,-0.01,-0.295,0.1548,1547600,5240902.0,3378192477.4,3378192477.4
2018-06-27,'600163,中闽能源,3.39,3.41,3.38,3.4,3.4,-0.01,-0.2941,0.1451,1450319,4920378.0,3388187129.7,3388187129.7
2018-06-26,'600163,中闽能源,3.4,3.4,3.33,3.35,3.38,0.02,0.5917,0.1856,1854706,6239721.0,3398181782.0,3398181782.0
2018-06-25,'600163,中闽能源,3.38,3.43,3.37,3.38,3.35,0.03,0.8955,0.2774,2772127,9406375.0,3378192477.4,3378192477.4
2018-06-22,'600163,中闽能源,3.35,3.35,3.27,3.33,3.33,0.02,0.6006,0.1163,1162451,3855230.0,3348208520.5,3348208520.5
2018-06-21,'600163,中闽能源,3.33,3.37,3.31,3.36,3.34,-0.01,-0.2994,0.1862,1860800,6205299.0,3328219215.9,3328219215.9
2018-06-20,'600163,中闽能源,3.34,3.39,3.3,3.35,3.35,-0.01,-0.2985,0.1864,1862542,6230055.0,3338213868.2,3338213868.2
2018-06-19,'600163,中闽能源,3.35,3.58,3.3,3.56,3.58,-0.23,-6.4246,0.4058,4055403,13960904.0,3348208520.5,3348208520.5
2018-06-15,'600163,中闽能源,3.58,3.6,3.55,3.59,3.58,0.0,0.0,0.1751,1749572,6249065.0,3578085523.4,3578085523.4
2018-06-14,'600163,中闽能源,3.58,3.6,3.56,3.59,3.6,-0.02,-0.5556,0.1138,1137000,4078572.0,3578085523.4,3578085523.4
2018-06-13,'600163,中闽能源,3.6,3.63,3.58,3.63,3.64,-0.04,-1.0989,0.1965,1963946,7084821.0,3598074828.0,3598074828.0
2018-06-12,'600163,中闽能源,3.64,3.64,3.59,3.62,3.62,0.02,0.5525,0.1268,1267300,4582256.0,3638053437.2,3638053437.2
2018-06-11,'600163,中闽能源,3.62,3.63,3.57,3.6,3.63,-0.01,-0.2755,0.1841,1839997,6618098.0,3618064132.6,3618064132.6
2018-06-08,'600163,中闽能源,3.63,3.68,3.6,3.68,3.68,-0.05,-1.3587,0.1483,1481800,5384767.0,3628058784.9,3628058784.9
2018-06-07,'600163,中闽能源,3.68,3.71,3.68,3.69,3.7,-0.02,-0.5405,0.1216,1215130,4487731.0,3678032046.4,3678032046.4
2018-06-06,'600163,中闽能源,3.7,3.71,3.66,3.71,3.71,-0.01,-0.2695,0.1448,1446871,5330414.0,3698021351.0,3698021351.0
2018-06-05,'600163,中闽能源,3.71,3.73,3.67,3.69,3.69,0.02,0.542,0.2034,2032913,7528578.0,3708016003.3,3708016003.3
2018-06-04,'600163,中闽能源,3.69,3.84,3.68,3.83,3.82,-0.13,-3.4031,0.4217,4214637,15746324.0,3688026698.7,3688026698.7
2018-06-01,'600163,中闽能源,3.82,3.88,3.81,3.84,3.84,-0.02,-0.5208,0.384,3838300,14771663.0,3817957178.6,3817957178.6
2018-05-31,'600163,中闽能源,3.84,3.86,3.77,3.82,3.82,0.02,0.5236,0.4426,4423687,16898987.0,3837946483.2,3837946483.2
2018-05-30,'600163,中闽能源,3.82,3.95,3.57,3.66,3.67,0.15,4.0872,1.3703,13695322,52243588.0,3817957178.6,3817957178.6
2018-05-29,'600163,中闽能源,3.67,3.72,3.66,3.72,3.7,-0.03,-0.8108,0.1415,1413900,5210005.0,3668037394.1,3668037394.1
2018-05-28,'600163,中闽能源,3.7,3.75,3.69,3.71,3.73,-0.03,-0.8043,0.1478,1477103,5485144.0,3698021351.0,3698021351.0
2018-05-25,'600163,中闽能源,3.73,3.8,3.72,3.8,3.78,-0.05,-1.3228,0.1834,1832600,6868456.0,3728005307.9,3728005307.9
2018-05-24,'600163,中闽能源,3.78,3.83,3.77,3.83,3.84,-0.06,-1.5625,0.2464,2462700,9345510.0,3777978569.4,3777978569.4
2018-05-23,'600163,中闽能源,3.84,3.86,3.8,3.8,3.82,0.02,0.5236,0.3421,3418920,13107861.0,3837946483.2,3837946483.2
2018-05-22,'600163,中闽能源,3.82,3.83,3.79,3.83,3.83,-0.01,-0.2611,0.2349,2347782,8945702.0,3817957178.6,3817957178.6
2018-05-21,'600163,中闽能源,3.83,3.84,3.8,3.81,3.8,0.03,0.7895,0.3371,3369327,12877817.0,3827951830.9,3827951830.9
2018-05-18,'600163,中闽能源,3.8,3.81,3.77,3.79,3.79,0.01,0.2639,0.1822,1821182,6894187.0,3797967874.0,3797967874.0
2018-05-17,'600163,中闽能源,3.79,3.79,3.75,3.77,3.79,0.0,0.0,0.1571,1570481,5922232.0,3787973221.7,3787973221.7
2018-05-16,'600163,中闽能源,3.79,3.86,3.76,3.86,3.86,-0.07,-1.8135,0.2388,2386600,9091543.0,3787973221.7,3787973221.7
2018-05-15,'600163,中闽能源,3.86,3.87,3.82,3.85,3.84,0.02,0.5208,0.2276,2275200,8762075.0,3857935787.8,3857935787.8
2018-05-14,'600163,中闽能源,3.84,3.87,3.82,3.83,3.83,0.01,0.2611,0.1922,1920800,7384275.0,3837946483.2,3837946483.2
2018-05-11,'600163,中闽能源,3.83,3.87,3.82,3.86,3.86,-0.03,-0.7772,0.171,1546398,5931507.0,3827951830.9,3462817382.95
2018-05-10,'600163,中闽能源,3.86,3.92,3.84,3.89,3.9,-0.04,-1.0256,0.357,3227482,12492797.0,3857935787.8,3489941278.9
2018-05-09,'600163,中闽能源,3.9,3.98,3.84,3.94,3.88,0.02,0.5155,0.5737,5187352,20236526.0,3897914397.0,3526106473.5
2018-05-08,'600163,中闽能源,3.88,3.96,3.8,3.84,3.82,0.06,1.5707,0.5711,5163930,20031889.0,3877925092.4,3508023876.2
2018-05-07,'600163,中闽能源,3.82,3.91,3.68,3.73,3.73,0.09,2.4129,0.6068,5485900,20867272.0,3817957178.6,3453776084.3
2018-05-04,'600163,中闽能源,3.73,3.76,3.68,3.7,3.7,0.03,0.8108,0.3858,2907301,10813975.0,3728005307.9,2811017199.22
2018-05-03,'600163,中闽能源,3.7,3.71,3.67,3.7,3.7,0.0,0.0,0.3173,2391271,8831701.0,3698021351.0,2788408481.8
2018-05-02,'600163,中闽能源,3.7,3.71,3.66,3.66,3.67,0.03,0.8174,0.1986,1496846,5522664.0,3698021351.0,2788408481.8
2018-04-27,'600163,中闽能源,3.67,3.68,3.64,3.66,3.65,0.02,0.5479,0.1995,1503301,5502417.0,3668037394.1,2765799764.38
2018-04-26,'600163,中闽能源,3.65,3.7,3.65,3.7,3.71,-0.06,-1.6173,0.262,1974360,7235808.0,3648048089.5,2750727286.1
2018-04-25,'600163,中闽能源,3.71,3.73,3.68,3.69,3.7,0.01,0.2703,0.3021,2276553,8433572.0,3708016003.3,2795944720.94
2018-04-24,'600163,中闽能源,3.7,3.72,3.65,3.66,3.68,0.02,0.5435,0.2748,2070700,7657431.0,3698021351.0,2788408481.8
2018-04-23,'600163,中闽能源,3.68,3.69,3.62,3.68,3.68,0.0,0.0,0.3761,2834684,10371308.0,3678032046.4,2773336003.52
2018-04-20,'600163,中闽能源,3.68,3.7,3.6,3.7,3.71,-0.03,-0.8086,0.4583,3453972,12602702.0,3678032046.4,2773336003.52
2018-04-19,'600163,中闽能源,3.71,3.73,3.68,3.7,3.71,0.0,0.0,0.2853,2150163,7967215.0,3708016003.3,2795944720.94
2018-04-18,'600163,中闽能源,3.71,3.73,3.64,3.73,3.68,0.03,0.8152,0.3643,2745701,10086785.0,3708016003.3,2795944720.94
