хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-10,'002817,╩фи╫╫╨др,22.06,22.5,21.8,21.83,22.03,0.03,0.1362,3.7331,1550719,34278395.24,1911940200.0,916372400.0
2019-04-09,'002817,╩фи╫╫╨др,22.03,22.18,21.76,21.8,21.91,0.12,0.5477,3.0323,1259619,27607058.16,1909340100.0,915126200.0
2019-04-08,'002817,╩фи╫╫╨др,21.91,22.27,21.63,22.09,22.09,-0.18,-0.8148,3.7077,1540180,33800156.0,1898939700.0,910141400.0
2019-04-04,'002817,╩фи╫╫╨др,22.09,22.28,21.78,22.2,22.0,0.09,0.4091,4.373,1816552,39997912.84,1914540300.0,917618600.0
2019-04-03,'002817,╩фи╫╫╨др,22.0,22.2,21.27,21.4,21.38,0.62,2.8999,7.1076,2952517,64824548.19,1906740000.0,913880000.0
2019-04-02,'002817,╩фи╫╫╨др,21.38,21.88,21.19,21.19,21.19,0.19,0.8966,6.5928,2738634,59085729.07,1853004600.0,888125200.0
2019-04-01,'002817,╩фи╫╫╨др,21.19,21.4,20.2,20.38,20.29,0.9,4.4357,4.3358,1801082,37495225.09,1836537300.0,880232600.0
2019-03-29,'002817,╩фи╫╫╨др,20.29,20.32,19.41,20.0,19.98,0.31,1.5516,3.3703,1400003,27847247.34,1758534300.0,842846600.0
2019-03-28,'002817,╩фи╫╫╨др,19.98,20.62,19.91,20.36,20.36,-0.38,-1.8664,2.656,1103300,22460971.0,1731666600.0,829969200.0
2019-03-27,'002817,╩фи╫╫╨др,20.36,20.49,20.03,20.19,20.1,0.26,1.2935,2.3698,984400,19931071.16,1764601200.0,845754400.0
2019-03-26,'002817,╩фи╫╫╨др,20.1,21.11,19.94,20.87,20.87,-0.77,-3.6895,4.2538,1767045,35942318.55,1742067000.0,834954000.0
2019-03-25,'002817,╩фи╫╫╨др,20.87,21.3,20.37,20.7,20.88,-0.01,-0.0479,5.7351,2382356,49926666.4,1808802900.0,866939800.0
2019-03-22,'002817,╩фи╫╫╨др,20.88,20.93,20.38,20.42,20.52,0.36,1.7544,3.6257,1506100,31059168.0,1809669600.0,867355200.0
2019-03-21,'002817,╩фи╫╫╨др,20.52,20.7,20.37,20.58,20.52,0.0,0.0,3.5058,1456328,29974037.9,1778468400.0,852400800.0
2019-03-20,'002817,╩фи╫╫╨др,20.52,20.7,20.17,20.48,20.57,-0.05,-0.2431,3.8982,1619307,33115297.32,1778468400.0,852400800.0
2019-03-19,'002817,╩фи╫╫╨др,20.57,20.65,20.05,20.18,20.14,0.43,2.1351,5.0659,2104356,42678359.77,1782801900.0,854477800.0
2019-03-18,'002817,╩фи╫╫╨др,20.14,20.18,19.43,19.52,19.62,0.52,2.6504,4.0248,1671900,33228183.0,1745533800.0,836615600.0
2019-03-15,'002817,╩фи╫╫╨др,19.62,19.75,19.3,19.3,19.31,0.31,1.6054,3.4712,1441919,28162571.03,1700465400.0,815014800.0
2019-03-14,'002817,╩фи╫╫╨др,19.31,20.25,19.05,20.0,20.3,-0.99,-4.8768,5.2101,2164296,42294285.62,1673597700.0,802137400.0
2019-03-13,'002817,╩фи╫╫╨др,20.3,20.82,20.08,20.66,20.89,-0.59,-2.8243,6.7504,2804100,57177507.0,1759401000.0,843262000.0
2019-03-12,'002817,╩фи╫╫╨др,20.89,21.88,20.58,21.87,19.95,0.94,4.7118,16.002,6647245,141334068.85,1810536300.0,867770600.0
2019-03-11,'002817,╩фи╫╫╨др,19.95,19.98,19.0,19.18,19.18,0.77,4.0146,2.9769,1236600,24256768.0,1729066500.0,828723000.0
2019-03-08,'002817,╩фи╫╫╨др,19.18,20.02,19.1,19.8,20.2,-1.02,-5.0495,4.8473,2013551,39514799.18,1662330600.0,796737200.0
2019-03-07,'002817,╩фи╫╫╨др,20.2,20.35,19.69,19.88,19.83,0.37,1.8659,4.6677,1938962,38868792.22,1750734000.0,839108000.0
2019-03-06,'002817,╩фи╫╫╨др,19.83,19.84,19.52,19.84,19.65,0.18,0.916,3.3412,1387943,27354187.41,1718666100.0,823738200.0
2019-03-05,'002817,╩фи╫╫╨др,19.65,19.68,19.18,19.35,19.45,0.2,1.0283,3.2216,1338239,25997602.06,1703065500.0,816261000.0
2019-03-04,'002817,╩фи╫╫╨др,19.45,19.85,19.3,19.4,19.32,0.13,0.6729,3.853,1600539,31212634.5,1685731500.0,807953000.0
2019-03-01,'002817,╩фи╫╫╨др,19.32,19.37,19.06,19.17,19.18,0.14,0.7299,2.9474,1224339,23573983.97,1674464400.0,802552800.0
2019-02-28,'002817,╩фи╫╫╨др,19.18,19.32,18.96,19.07,19.05,0.13,0.6824,2.3371,970820,18566165.8,1662330600.0,796737200.0
2019-02-27,'002817,╩фи╫╫╨др,19.05,19.47,18.8,19.3,19.35,-0.3,-1.5504,5.0504,2097937,40049730.51,1651063500.0,791337000.0
2019-02-26,'002817,╩фи╫╫╨др,19.35,19.81,19.0,19.44,19.38,-0.03,-0.1548,4.1162,1709884,33228911.16,1677064500.0,803799000.0
2019-02-25,'002817,╩фи╫╫╨др,19.38,19.4,18.75,18.75,18.68,0.7,3.7473,3.2164,1336100,25646937.0,1679664600.0,805045200.0
2019-02-22,'002817,╩фи╫╫╨др,18.68,18.79,18.3,18.31,18.4,0.28,1.5217,1.8191,755639,14057232.06,1618995600.0,775967200.0
2019-02-21,'002817,╩фи╫╫╨др,18.4,18.87,18.3,18.33,18.39,0.01,0.0544,2.1815,906177,16870946.95,1594728000.0,764336000.0
2019-02-20,'002817,╩фи╫╫╨др,18.39,18.48,18.23,18.25,18.44,-0.05,-0.2711,1.6167,671577,12316815.25,1593861300.0,763920600.0
2019-02-19,'002817,╩фи╫╫╨др,18.44,18.5,18.21,18.32,18.37,0.07,0.3811,1.6815,698500,12814889.44,1598194800.0,765997600.0
2019-02-18,'002817,╩фи╫╫╨др,18.37,18.4,17.97,17.98,17.86,0.51,2.8555,1.8532,769819,14048784.66,1592127900.0,763089800.0
2019-02-15,'002817,╩фи╫╫╨др,17.86,18.0,17.8,17.84,18.0,-0.14,-0.7778,1.1938,495900,8857104.0,1547926200.0,741904400.0
2019-02-14,'002817,╩фи╫╫╨др,18.0,18.05,17.69,17.8,17.79,0.21,1.1804,1.1059,459400,8214460.0,1560060000.0,747720000.0
2019-02-13,'002817,╩фи╫╫╨др,17.79,17.97,17.51,17.65,17.63,0.16,0.9075,1.3801,573300,10209283.7,1541859300.0,738996600.0
2019-02-12,'002817,╩фи╫╫╨др,17.63,17.84,17.25,17.44,17.44,0.19,1.0894,0.9788,406600,7180338.0,1527992100.0,732350200.0
2019-02-11,'002817,╩фи╫╫╨др,17.44,17.47,17.02,17.05,17.09,0.35,2.048,0.7601,315739,5457078.65,1511524800.0,724457600.0
