»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'600651,∑…¿÷“ÙœÏ,5.12,5.18,5.04,5.16,5.12,0.0,0.0,2.2863,22525437,115063327.0,5063282232.32,5044326410.24
2019-04-09,'600651,∑…¿÷“ÙœÏ,5.12,5.16,5.04,5.04,5.06,0.06,1.1858,2.3115,22773664,116386278.0,5063282232.32,5044326410.24
2019-04-08,'600651,∑…¿÷“ÙœÏ,5.06,5.34,4.98,5.21,5.37,-0.31,-5.7728,4.48,44138137,224896881.0,5003946893.66,4985213210.12
2019-04-04,'600651,∑…¿÷“ÙœÏ,5.37,5.67,5.35,5.42,5.45,-0.08,-1.4679,4.9131,48405201,265513344.0,5310512810.07,5290631410.74
2019-04-03,'600651,∑…¿÷“ÙœÏ,5.45,5.55,5.17,5.28,5.31,0.14,2.6365,5.1229,50471790,272574668.0,5389626594.95,5369449010.9
2019-04-02,'600651,∑…¿÷“ÙœÏ,5.31,5.55,5.04,5.16,5.14,0.17,3.3074,6.5314,64348393,343017546.0,5251177471.41,5231518210.62
2019-04-01,'600651,∑…¿÷“ÙœÏ,5.14,5.26,4.93,4.96,5.02,0.12,2.3904,5.6231,55399698,282924719.0,5083060678.54,5064030810.28
2019-03-29,'600651,∑…¿÷“ÙœÏ,5.02,5.11,4.57,4.76,4.78,0.24,5.0209,6.7424,66427739,321863443.0,4964390001.22,4945804410.04
2019-03-28,'600651,∑…¿÷“ÙœÏ,4.78,5.07,4.74,4.98,5.02,-0.24,-4.7809,5.0138,49397351,241982384.0,4727048646.58,4709351609.56
2019-03-27,'600651,∑…¿÷“ÙœÏ,5.02,5.27,4.82,5.14,5.23,-0.21,-4.0153,6.5584,64614866,321149109.0,4964390001.22,4945804410.04
