ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-04-10,'600760,ÖÐº½Éò·É,33.56,33.62,33.1,33.3,33.26,0.3,0.902,2.03,8090092,270069903.0,46997064404.6,13374401508.2
2019-04-09,'600760,ÖÐº½Éò·É,33.26,33.56,33.06,33.49,33.32,-0.06,-0.1801,1.5109,6021407,200535835.0,46576947619.1,13254844879.7
2019-04-08,'600760,ÖÐº½Éò·É,33.32,34.29,33.01,33.94,33.89,-0.57,-1.6819,2.3546,9383689,314796042.0,46660970976.2,13278756205.4
2019-04-04,'600760,ÖÐº½Éò·É,33.89,34.18,33.6,34.0,33.74,0.15,0.4446,2.9332,11689528,395972500.0,47459192868.7,13505913799.5
2019-04-03,'600760,ÖÐº½Éò·É,33.74,33.8,33.11,33.52,33.6,0.14,0.4167,2.4232,9656811,323026285.0,47249134475.9,13446135485.3
2019-04-02,'600760,ÖÐº½Éò·É,33.6,34.68,33.3,33.77,33.45,0.15,0.4484,3.7448,14923855,507381962.0,47053079976.0,13390342392.0
2019-04-01,'600760,ÖÐº½Éò·É,33.45,33.76,33.0,33.0,32.76,0.69,2.1062,2.8061,11182992,374333388.0,46843021583.2,13330564077.8
2019-03-29,'600760,ÖÐº½Éò·É,32.76,32.83,32.13,32.32,32.12,0.64,1.9925,1.7599,7013763,228450661.0,45876752976.6,13055583832.2
2019-03-28,'600760,ÖÐº½Éò·É,32.12,33.33,32.0,32.5,32.53,-0.41,-1.2604,1.5765,6282624,204726903.0,44980503834.2,12800529691.4
2019-03-27,'600760,ÖÐº½Éò·É,32.53,33.08,31.88,32.85,32.77,-0.24,-0.7324,2.3405,9327510,301605290.0,45554663441.1,12963923750.4
2019-03-26,'600760,ÖÐº½Éò·É,32.77,34.51,32.7,34.5,34.56,-1.79,-5.1794,3.1357,12496389,418537280.0,45890756869.4,13059569053.1
2019-03-25,'600760,ÖÐº½Éò·É,34.56,35.04,32.98,33.17,33.28,1.28,3.8462,5.8255,23215945,798043562.0,48397453689.6,13772923603.2
2019-03-22,'600760,ÖÐº½Éò·É,33.28,33.5,32.86,32.88,32.98,0.3,0.9096,2.3771,9473406,314754642.0,46604955404.8,13262815321.6
2019-03-21,'600760,ÖÐº½Éò·É,32.98,33.26,32.88,32.9,33.11,-0.13,-0.3926,1.606,6400319,211741331.0,46184838619.3,13143258693.1
2019-03-20,'600760,ÖÐº½Éò·É,33.11,33.7,32.48,33.7,33.65,-0.54,-1.6048,2.3839,9500374,313575285.0,46366889226.3,13195066565.5
2019-03-19,'600760,ÖÐº½Éò·É,33.65,33.67,32.58,32.58,32.57,1.08,3.3159,4.1624,16588005,552916122.0,47123099440.2,13410268496.8
2019-03-18,'600760,ÖÐº½Éò·É,32.57,32.8,31.83,31.86,31.9,0.67,2.1003,2.1411,8532672,276826448.0,45610679012.4,12979864634.1
