»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-04-10,'002079,À’÷›πÃÔΩ,7.48,7.49,7.26,7.31,7.39,0.09,1.2179,2.455,17871912,132164889.26,5445226722.76,5445226722.76
2019-04-09,'002079,À’÷›πÃÔΩ,7.39,7.41,7.23,7.32,7.33,0.06,0.8186,1.9536,14221632,104577817.9,5379709288.93,5379709288.93
2019-04-08,'002079,À’÷›πÃÔΩ,7.33,7.54,7.22,7.51,7.51,-0.18,-2.3968,3.8557,28068365,206677028.72,5336030999.71,5336030999.71
2019-04-04,'002079,À’÷›πÃÔΩ,7.51,7.7,7.45,7.69,7.67,-0.16,-2.086,4.5021,32774156,247500224.95,5467065867.37,5467065867.37
2019-04-03,'002079,À’÷›πÃÔΩ,7.67,7.72,7.48,7.6,7.92,-0.25,-3.1566,5.9197,43093983,328450163.14,5583541305.29,5583541305.29
2019-04-02,'002079,À’÷›πÃÔΩ,7.92,8.14,7.82,7.97,7.95,-0.03,-0.3774,6.8799,50083807,399039839.72,5765534177.04,5765534177.04
2019-04-01,'002079,À’÷›πÃÔΩ,7.95,7.96,7.61,7.68,7.68,0.27,3.5156,7.1329,51925526,408681571.51,5787373321.65,5787373321.65
2019-03-29,'002079,À’÷›πÃÔΩ,7.68,7.72,7.19,7.43,7.62,0.06,0.7874,6.0968,44383254,330985349.28,5590821020.16,5590821020.16
2019-03-28,'002079,À’÷›πÃÔΩ,7.62,8.07,7.2,7.37,7.4,0.22,2.973,8.1075,59020414,454870536.27,5547142730.94,5547142730.94
2019-03-27,'002079,À’÷›πÃÔΩ,7.4,7.47,7.03,7.3,7.26,0.14,1.9284,3.4224,24913911,181852648.95,5386989003.8,5386989003.8
