хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2006-07-07,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-07-06,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-07-05,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-07-04,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-07-03,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-30,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-29,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-28,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-27,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-26,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-23,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-22,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-21,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-20,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-19,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-16,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-15,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
2006-06-14,'000817,аисммкйп,0.0,0.0,0.0,0.0,8.75,None,None,0.0,0,0.0,9625000000.0,1750000000.0
